"id","song","artist","tonality","capo","chords"
331305,All I Need Is You,Hillsong United,"",0,"C#m,F#m,A,B,C#m,E,Bsus,B,C#m,F#m,A,B,C#m,E,Bsus,B,C#m,F#m,A,B,C#m,E,Bsus,B,F#m,A,E,B,F#m,A,E,B,C#m,F#m,A,B,C#m,E,Bsus,B,C#m,F#m,A,B,C#m,E,Bsus,B,F#m,A,E,B,F#m,A,E,B,A,E,B,F#m,A,E,B,A,E,B,F#m,A,E,B,F#m,A,E,B,F#m,A,E,B"
331629,Thinking Of You,Katy Perry,"",0,"E,B,C#m,A,E,B,C#m,A,E,B,C#m,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A,E,B,C#m,A"
331719,Mercedes Benz,Janis Joplin,"",0,"D,D,D,D,D,D,G,D,D,A7,D,G,D,D,A7,D,D,G,D,D,A7,D,G,D,D,A7,D,D,G,D,D,A7,D,G,D,D,A7,D,D,G,D,D,A7,D,G,D,D,A7,D"
332557,Ill Be,Edwin McCain,"",2,"A,D,A,D,A,D,A,E,D,A,D,A,E,D,A,E,D,E,A,E,D,E,A,E,D,E,A,E,D,E,A,D,A,E,D,A,D,A,E,D,A,D,A,E,D,A,D,A,E,D,A,D,A,E,D,A,E,D,E,A,E,D,E,A,E,D,E,A,E,D,E,A,D,A,E,D,A,D,A,E,D,A,D,A,E,D,F#m,E,D,F#m,E,D,G,E,A,D,A,E,D,A,D,A,E,D,A,D,A,E,D"
333322,Alipin,Shamrock,G,0,"G,Bm,C,G,Bm,C,G,Bm,C,D,G,Bm,C,D,Am,G,Am,D,Dsus4,D,C,Bm,C,Em,Am,G,Am,D,G,Bm,C,D,G,Bm,C,D,Am,G,Am,D,Dsus4,D,C,Bm,C,Em,Am,G,Am,D,G,D,Em,Bm,Am,G,Am,D,C,Bm,C,D,C,Bm,C,Em,Am,G,Am,D,C,Bm,C,Em,Am,G,Am,D,G"
334142,High School Musical - Breaking Free,Misc Soundtrack,"",3,"Am,Dadd2,F,Am,Dadd2,F,C,G,Am,D,Fadd2,Am,D,F,C,Am,D,F,C,F,D7/F#,Fadd2,Am,Dadd2,F,C,Am,D,F,Am,D,F,C,Am,D,F,C,F,F,Fadd2,Am,Dadd2,F,C,Am,D,F,F,Am,Dadd2,F,C,Am,D,F,C,F,D7/F#,F,F,D7/F#,F,Bm,E,G,D,A/C#,Bm,E,G,Bm,E,G,D,A/C#,Bm,E,G,Bm,E,Gadd2,D,A/C#,Gmaj9"
334542,Your Song,Elton John,"",1,"D,D,Gmaj7,A/C#,F#m,Bm,Bmadd11/G#,G,A,Asus2,F#,Bm,D,Em,G,A,Asus4,A,Asus2,D,Gmaj7,A/C#,F#m,Bm,Bmadd11/G#,G,A,Asus2,F#,Bm,D,Em,G,D,Dsus4,D,Dsus2,A/C#,Bm,Em,G,A/C#,Bm,Em,G,Bm,Bmadd11/G#,G6,D/F#,G6,G,A,Asus4,A,Asus2,D,D,Gmaj7,A/C#,F#m,Bm,Bmadd11/G#,Gmaj7,A,Asus2,F#,Bm,D,Em,G,A,Asus4,A,Asus2,D,Gmaj7,A/C#,F#m,Bm,Bmadd11/G#,G,A,Asus2,F#,Bm,D,Em,G,D,Dsus4,D,Dsus2,A/C#,Bm,Em,G,A/C#,Bm,Em,G,Bm,Bmadd11/G#,G6,D/F#,G6,G,A,Asus4,A,Asus2,Bm,Bmadd11/G#,G6,D/F#,G6,G,D,D"
334579,You Are Holy Prince Of Peace,Michael W. Smith,"",0,"G,C,Am,G,C,D,G,C,Am,D,G,C,Am,D,D,G,G,D,D,G,G,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,G,G,C,Am,D,G,C,Am,D,D,G,G,D,D,G,G,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,G,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,G,Em7,C,D,G,D,D,G,G"
334787,The Fields Of Athenry,The Dubliners,E,2,"A,A,D,D,D,G,D,A,D,G,A,D,G,D,A,A,D,D,G,D,Bm,D,A,D,G,D,A,A,A7,D,D,G,D,A,D,G,A,D,G,D,A,A,D,D,G,D,Bm,D,A,D,G,D,A,A,A7,D,D,G,D,A,D,G,A,D,G,D,A,A,D,D,G,D,Bm,D,A,D,G,D,A,A,A7,D,D,G,D,Bm,D,A,D,G,D,A,A,A7,D,G,D"
334985,What Hurts The Most,Rascal Flatts,Fm,0,"Em,D,Cadd9,Em7,D,Cadd9,D,Em7,D,C,D,Cadd9,D,Em7,Cadd9,D,Em,D,Cadd9,G,C,D,Em,D,Cadd9,G,Dsus4,D,Em7,D,Cadd9,Em7,D,Cadd9,D,Em7,D,Cadd9,D,Cadd9,D,Em7,D,Cadd9,D,Em,D,Cadd9,G,C,D,Em,D,Cadd9,G,Dsus4,D,C,D,C,Em,D,Cadd9,Em,D,Cadd9,Em,D,Cadd9,G,C,D,D#m,Em,Em,D,Cadd9,G,C,D,G,Cadd9,D,Em7,D,Cadd9,Em7,D,Cadd9"
335196,Fly Me To The Moon,Frank Sinatra,Am,0,"Am,Dm7,G7,Cmaj7,F,Dm,E7,Am,A7,Dm7,G7,C,Am,Dm7,G7,C,E,Am,Dm7,G7,Cmaj7,F,Dm,E7,Am,A7,Dm7,G7,C,Am,E7,Dm7,G7,Fm,C,Am,Dm7,G7,Cmaj7,F,Dm,E,Am,Dm7,G7,Em,A7,E7,Dm7,G7,C,Am,Dm7,G7,Cmaj7,F,Dm,E7,Am,A7,Dm7,G7,C,Am,Dm7,G7,Dm7,G,G7,C"
335727,Something,The Beatles,C,0,"F,Eb,C,F,Eb,A,A,C,F,Eb,C,Cmaj7,C7,F,F,D7,G,Am,Ammaj7,Am7,D9,F,Eb,C,Cmaj7,C7,F,F,D7,G,Am,Ammaj7,Am7,D9,F,Eb,A,A,C#m/G#,F#m7,D,G,A,A,C#m/G#,F#m7,D,G,C,C,Cmaj7,C7,F,F,D7,G,Am,Ammaj7,Am7,D9,F,Eb,C,Cmaj7,C7,F,F,D7,G,Am,Ammaj7,Am7,D9,F,Eb,A,F,Eb,C"
335735,I Will Follow You Into The Dark,Death Cab for Cutie,Am,5,"Am,C,F,C,Am,C,G,Am,C,E,Am,F,Fm,F,C,G,F,C,G,Am,C,F,C,Am,C,G,Am,C,E,Am,F,Fm,F,C,G,F,C,G,Am,C,F,C,Am,C,G,Am,C,E,Am,F,Fm,F,C,G,F,C,G,Am,F,Am,C,F,C,Am,C,G,Am,C,E,Am,F,Fm,C,Am,F,Fm"
337150,Dont Cry,Guns N Roses,"",0,"Eb,Ab,Db,Gb,Bb,Eb,Am,C,Dm,E,F,G,Am,Dm,G,C,Am,Dm,G,Am,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,Dm,F,G,Am,G,F,G,Am,G,F,G,E,F,F,G,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,F,G,F,G,E,F,F,G,F,G,F,G,C"
337676,Hey There Delilah,Plain White Ts,D,0,"D,F#m,D,F#m,D,F#m,D,F#m,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,D,D,F#m,D,F#m,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,A,G,A,D,Bm,G,A,D,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,G,A,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,D"
338217,Better Man,Pearl Jam,"",0,"D,D,E,E,F,F,G,G,D,A,G,D,E,D,E,F,G,F,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,D,A,D,E,D,E,D,E,F,G,F,G,D,A,G,D,A,G,D,A,G,A,G,D,A,G,D,A,G,D,A,G,D,A,D,A,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G"
338351,Losing My Religion,R.E.M.,"",0,"F,G,G,Am,Em,Dm,C,E,E,E,E,E,E,E,F,G,Am,F,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,F,F,G,Am,F,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,F,F,G,Am,F,G,Am,G,C,Am,C,Am,C,Am,C,Am,Em,Am,Em,Am,Em,Dm,G,F,G,Am,F,G,Am,F,G,Am,F,G,Am,G,G"
339053,Rent - Seasons Of Love,Misc Musicals,"",0,"F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,Eb,Bb,F,Eb,Bb,F,Eb,Bb,F,Bb,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,F,C,Bb,F,Eb,Bb,F,Eb,Bb,F"
339366,Shes Everything,Brad Paisley,"",0,"C,Am,F,G,C,Am,F,G,C,Am,F,G,F,G,C,Am,G,F,G,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,F,G,C,Am,G,F,G,Am,F,G,C,Am,F,G,C,Am,F,G,F,G,C,Am,G,F,G,C,Am,G,F,G,C"
340088,Love Of My Life,Queen,F,3,"D,Bm,Em,A,D,Bm,G,D,E,A,F#m,Bm,E,E7,A,A7,D,Bm,F#m,G,D,G,D,Bm,Em,A,D,A,F#m,Bm,E,E7,A,A7,D,Bm,F#m,G,D,G,D,Bm,Em,A,D,Bm,F#m,G,D,F#,Bm,F#m,B,Cdim,B,Em,A,D,Bm,F#m,G,D,G,D,Bm,Em,A,D,Bm,F#m,Em,Gm,D"
340629,Under Pressure,Queen,D,0,"D,A,G,A,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,G,A,G,A,D,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,G,A,G,A,D,G,A,G,C,G,C,G,A,C,F,G,F,A,A,D,G,A,D,G,A,D,A,D,A,G,A,D,A,G,A,G,A,D,A,G,A,D,A,G,A,D,A,G,A,G,A,D,G,A,D,A,D,G,A,D"
340769,Look After You,The Fray,"",2,"C,G,E,D,D/F#,Am,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,G,D/F#,Em,D,G,D/F#,Em,G,D/F#,Em,D,Am,C,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,G,D/F#,Em,D,G,D/F#,Em,G,D/F#,Em,D,Am,C,Am,D/F#,Em,G,C,Am,G,C,Em,G,C,Am,G,C,Em,G,C,Am,G,C,G,D/F#,Em,D,Am,D/F#,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C,Em,G,C"
341572,Het Is Een Nacht Levensecht,Guus Meeuwis & Vagant,"",0,"Em,C,G,D,Em,C,G,D,Em,Cadd9,G,D,Em,Cadd9,G,D,Em,C,G,D,Em,C,G,D,C,G,D,C,G,C,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,G,D,C,G,C,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,C,C,G,D,C,C,G,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C"
341776,Soul Meets Body,Death Cab for Cutie,"",5,"Am,Am,G,G,Am,Am,G,G,Am,C,Am,C,Am,C,G,Am,C,Am,C,Am,C,G,Am,Am,C,G,Am,C,G,Am,F,G,Am,Am,Am,C,C,Am,Am,C,C,Am,C,Am,C,Am,C,G,Am,Am,C,G,Am,C,G,Am,F,G,Am,C,G,Am,C,G,Am,F,G,Am,Am,C,Am,Am,Am,Am,C,G,Am,C,G,Am,C,G,Am,F,G,Am,C,G,Am,C,G,Am,F,G,Am,C,G,Am,C,G,Am,C,G"
344117,She Moves In Her Own Way,The Kooks,G,0,"G,C,Am,Bm,C,G,C,Am,Bm,C,G,C,Am,Bm,D,G,C,Am,Bm,C,G,C,Am,Bm,D,G,G,D,Am,C,D,Em,C,Am,C,D,G,G,C,Am,Bm,C,G,C,Am,Bm,C,G,C,Am,Bm,C,G,C,Am,Bm,C,G,C,Am,Bm,C,G,G,D,Am,C,D,Em,C,Am,C,D,G,Em,D,Bm,C,G,Em,D,Bm,C,G,Em,D,Bm,C,G,Em,D,Bm,C,G,G,D,Am,C,D,Em,C,Am,C,D,G,G,D,Am,C,D,Em,C,Am,C,D,G"
344491,Margaritaville,Jimmy Buffett,"",0,"D,G,A,D,D,A,A,D,D7,G,A,D,D7,G,A,D,D7,G,A,D,A/C#,G,A,D,D,A,A,D,D7,G,A,D,D7,G,A,D,D7,G,A,D,A/C#,G,A,D,D,A,G,A,D,A/C#,G,A,D,D,A,A,D,D7,G,A,D,D7,G,A,D,D7,G,A,D,A/C#,G,A,D,D7,G,A,D,A/C#,G,A,D,D,G,A,D"
344754,The River,Bruce Springsteen,Em,0,"Em,G,D,C,Am,G,C,C,C,Em,G,D,C,Em,G,C,G,C,G,D,Em,Am,G,C,Em,C,D,G,Em,C,D,C,Em,G,D,C,Em,G,C,G,C,G,D,Em,Am,G,C,Em,C,D,G,Em,C,D,C,Em,G,D,C,Em,G,C,G,C,C,G,D,Em,Am,Am,G,C,Em,G,D,C,Em,G,C,G,C,G,D,Em,Am,G,C,Em,G,D,C,Em,G,C,G,C,G,D,Em,Am,G,C,Em,C,D,G,Em,C,D,C,Em,C,D,G,Em,C,D,C,Em,C,D,G,Em,C,D,C,Em,C,D,G,Em,C,D,C"
344758,Thunder Road,Bruce Springsteen,"",0,"F,Dm,F,Bb,F,Am,Bb,Csus,C,F,Bb,F,F,C,Bb,C,F,Bb,F,C,F,Bb,F,C,Bb,C,F,Bb,F,C,F,Dm,F,Bb,F,Am,Bb,C7,F,Dm,F,Bb,F,Am,Bb,C7,F,Bb,F,C,Bb,C,F,Bb,F,C,F,Dm,F,Bb,F,Am,Bb,C7,F,Dm,F,Bb,F,Am,Bb,C7,F,Bb,C,F,Dm,Bb,C,Bb,C,Am,Dm,Bb,Gm7,C,F,Bb,F,C,Bb,C,F,Bb,Am,Bb,Gm,C,Bb,Gm,Bb,C,F,F,F,C,F,Bb,F,C,Bb,C"
346009,Savin Me,Nickelback,"",1,"G,D,A,Em,G,D,Em,G,D,A,Em,G,D,Em,G,D,Em,Bm,D,A,Em,Bm,D,A,Em,G,D,A,Em,G,D,Em,G,D,A,Em,G,D,Em,G,D,A,Em,G,D,Em,G,D,Em,Bm,D,A,Em,Bm,D,A,Em,G,D,A,Em,G,D,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,Em,G,D,Em,G,D,Em,Bm,D,A,Em,Bm,D,A,Em,G,D,A,Em,G,D,Em,G,D,A,Em,G,D,Em"
346237,Your Man,Josh Turner,F#,0,"C,G,D,G,C,G,D,G,C,G,D,G,Am,G,Am,Bm,C,D,C,G,D,G,C,G,D,G,C,G,D,G,Am,G,Am,Bm,C,D,C,G,D,G,C,G,D,G,D,G,C,G,D,G"
346314,Hound Dog,Elvis Presley,C,0,"C,F,C,G,F,C,C,F,C,G,F,C,C,F,C,G,F,C,C,C,C,C,F,F,C,C,G,F,C,C,C,F,C,G,F,C,C,C,C,C,F,F,C,C,G,F,C,C,C,F,C,G,F,C,C,F,C,G,C#7,C7"
346586,As Tears Go By,The Rolling Stones,G,0,"G,A,C,D,G,A,C,D,G,A,C,D,C,D,G,D/F#,Em,C,D,G,A,C,D,G,A,C,D,C,D,G,D/F#,Em,C,D,G,A,C,D,G,A,C,D,C,D,G,D/F#,Em,C,D,G,A,C,D,G,A,C,D,C,D,G,D/F#,Em,C,D,G,A,C,D,G"
346890,O Brother Where Art Thou - Down To The River To Pray,Misc Soundtrack,E,1,"E,A,E,B7,E,A,B7,E,A,B7,A,E,B7,E,A,E,A,E,B7,E,A,E,A,E,E,A,E,B7,E,A,B7,E,A,B7,A,E,B7,E,A,E,A,E,B7,E,A,E,A,E,E,A,E,B7,E,A,B7,E,A,B7,A,E,B7,E,A,E,A,E,B7,E,A,E,A,E,E,A,E,B7,E,A,B7,E,A,B7,A,E,B7,E,A,E,A,E,B7,E,A,E,A,E,E,A,E,B7,E,A,B7,E,A,B7,A,E,B7,E,A,E,A,E,B7,E,A,E,A,E,E,A,E,B7,E,A,B7,E,A,B7,A,E"
347923,Go The Distance,Michael Bolton,D,0,"D,G,A,D,G,A,D,G,F#,Bm,A,G,A,D,G,A,D,G,F#,Bm,G,Asus,A,D/F#,G,A,D/F#,G,A,D/F#,G,Bm,Em,G,A,D,Gmaj7,Asus,D,G,A,D,G,A,D,G,F#,Bm,A,G,A,D,G,A,D,G,F#,Bm,G,Asus,A,D/F#,G,A,D/F#,G,A,D/F#,G,Bm,Em,G,A,D,Gmaj7,Asus,D,F,A/C#,D2,G,F#sus,F,E,F#,B,G,A,D,Bm,D,A,G,D/F#,G,Asus,D/F#,G,A,D/F#,G,F#,Bm,G,A,D,Gmaj7,A,D,D/F#,Bm,G,A,D,A/C#,D,D"
348434,White Wedding,Billy Idol,"",0,"Bm,Bm,Bm,E,D,Bm,Bm,D,E,Bm,Bm,A,E,Bm,A,E,Bm,A,Bm,A,E,Bm,E,D,Bm,E,D,Bm,Bm,A,E,Bm,A,E,Bm,A,Bm,A,E,Bm,E,D,Bm,E,D,Bm,Bm,Bm,E,D,Bm,Bm,D,E,Bm,Bm,E,E,Bm,Bm,D,E,Bm,Bm,A,E,Bm,Bm,Bm,Bm,Bm,Bm,Bm,E,D,Bm,D,E,Bm,E,D,Bm,E,D,Bm,E,D"
348534,Seize The Day,Avenged Sevenfold,"",0,"Dm,F,Gm,C,Bb,C,Dm,Gm,C,F,C,Dm,Gm,C,F,Dm,Gm,F,C,Dm,Gm,F,C,Dm,Gm,F,C,Dm,Gm,F,C,Gm,C,F,C,Dm,Bb,Dm,F,Gm,C,Bb,C,Dm,Dm,Gm,F,C,Dm,Gm,F,C,Dm,Gm,F,C,Dm,Gm,F,C,Gm,C,F,C,Dm,Bb,Dm,F,Gm,C,Bb,C,Dm,Dm,F,Gm,C,Bb,C,F,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,Bb,Dm,F,Gm,C,Bb,C,Dm,Dm,F,Gm,C,Bb,C,Dm,Gm,F,A,Bb,Gm,F,A,Bb,Gm,F,A,Bb"
348846,Ikaw Lang Ang Aking Mahal,Brownman Revival,A,0,"A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,F#m,Bm7,E,C#m7,F#m,Bm7,Dm,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,E,A,F#m,Bm7,E,C#m7,F#m,Bm7,Dm,E,A,C#m7,Bm7,E,A,C#m7,Bm7,F#,Bm7,E,C#m7,F#m,Bm7,E,A,C#m7,Bm7,E,A,C#m7,Bm7,F,Bb,Dm7,Cm7,F,Bb,Dm7,G,Cm7,F,Dm7,Gm,Cm7,F,Bb,Dm7,Cm7,F,Bb,Dm7,Cm7,F,Bb,Dm7,Cm7,F,Bb,Dm7,Cm7,F,G"
349210,Whats Up,"4 Non Blondes",A,2,"G,Am,C,G,G,Am,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G"
349248,Blue Eyes Crying In The Rain,Willie Nelson,"",0,"E,A,A#,B,B,E,E,A,A#,B,B,E,E,F,F#,G#,A,A,A,G#,F#,E,E,B7,B,A,G#,F#,E,B7,E,A,A,G#,F#,E,E,B7,B,A,G#,F#,E,B7,E,B7,A,A/G#,A/F#,E,Esus4,E"
349585,Stand By Me,Ben E. King,"",0,"C,Am,F,G,C,Am,F,G,C,Am,F,G,C,C,Am,F,G,C,C,C,Am,F,G,C,C,Am,F,G,C,C,Am,F,G,C,C,Am,F,G,C,C,C,Am,F,G,C,C,Am,F,G,C"
349856,Beer,Itchyworms,G,0,"G,C,G,C,Cm,G,E,Am,D7,G,E,Am,D7,G,G7,C,Cm,Bm,E,Am,Am7,Am,D7,Gmaj7,Am,D,Bm,C,Bm,C,Bm,E,E7,Am,D,C,G,Em,Em/F#,Bm,C,G,Em,Em/F#,Bm,C,B7,Em,A7,Am,D,G,Am,D,G,E,Am,D,G,G7,C,Cm,Bm,E,Am,Am7,Am,D7,C,G,Em,Em/F#,Bm,C,G,Em,Em/F#,Bm,C,B7,Em,A7,Am,D,G,C,Cm,Bm,E,A7,A7,Am7,D,Gmaj7,Am,D,Bm,C,Bm,C,Bm,E,E7,Am,D,C,G,Em,Em/F#,Bm,C,G,Em,Em/F#,Bm,C,B7,Em,A7,Am,Bm,Cm,D,G,C,G,C,Cm,G"
350255,Through The Years,Kenny Rogers,"",5,"D,F#m,Bm,G,A,A7,D,F#m,Bm,D,G,F#m,Em,A,A7,D,F#m,G,Em,F#m,Bm,G,A,A7,F#m,Bm,G,Em,F#m,Bm,G,Em,G,A,D,D,F#m,Bm,G,F#m,A,A7,D,F#m,D,G,F#m,Em,A,A7,D,F#m,G,Em,F#m,Bm,G,A,A7,F#m,Bm,G,Em,F#m,Bm,G,Em,G,A,D,A7,D,F#m,G,Em,F#m,Bm,G,A,A7,F#m,Bm,G,Em,F#m,Bm,G,Em,G,A,D"
350819,Carnival Of Rust,Poets of the Fall,"",1,"Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,Dsus2,C,Am,G,Em,Dsus2,C,Am,G6,C,Am,G6,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,Em,Dsus2,C,Am,G,Em,Dsus2,C,Am,G6,Em,Em,Dsus2,C,Am,G,Em,Dsus2,C,Am,G6,C,Em,Dsus2,C,Am,G,Em,Dsus2,C,Am,G6,Em,Em,Dsus2,C,Am,G,Em,Dsus2,C,Am,G6,Em,Em,G,Am,C,D"
350981,Like A Star,Corinne Bailey Rae,"",0,"Dm7,E7b9,Am7,D9/F#,Dm7,E7b9,Am7,Gm7,C7b9,E7#5,Am7,Gm7,C7b9,E7b9,E7#5,Dm7,E7b9,Am7,D9/F#,Dm7,E7b9,Am7,C7b9,E7#5,Am7,Gm7,C7b9,E7#5,A7b9,Dm7,E7b9,Am7,Dm7,E7b9,Am7,E7#5,Am7,Gm7,C7b9,Am7,Gm7,C7b9,E7#5,Am7,Gm7,C7b9,E7#5,Am7,Gm7,C7b9,E7#5,A7b9,Dm7,E7b9,Am7,D9/F#,Dm7,E7b9"
351079,Crazy,Gnarls Barkley,Cm,0,"Cm,Cm,Eb,Ab,Gsus4,G,Cm,Eb,Ab,Gsus4,G,Cm,Eb,Ab,Gsus4,G,C,Ab,Eb,Gsus4,G,Cm,Eb,Ab,Gsus4,G,Cm,Eb,Ab,Gsus4,G,C,Ab,Eb,Gsus4,G,Cm,Eb,Ab,Gsus4,G,Cm,Eb,Ab,Gsus4,G,C,Ab,Eb,Gsus4,G,Cm"
351326,Dani California,Red Hot Chili Peppers,"",0,"Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm,Bm,G,D,F#,Bm,G,D,F#,Bm,G,D,F#,Bm,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,Am,Am,G,Dm,E7,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,Dm,F,C,Dm,G,F,C,Dm,G,F,C,Dm,G,F,C,Dm"
352084,Piano Man,Billy Joel,C,5,"C,F,D,G,C,F,C,F,C,F,D,C,C,F,C,F,D,C,C,F,D,G,C,F,G,C,C,F,C,C,C,C,C,F,D,G,C,F,G,C,Am,D,Am,D,F,D,C,F,D,G,C,F,G,C,C,F,C,F,C,F,D,C,C,F,C,F,D,C,C,F,D,G,C,F,G,C,C,F,D,G,C,F,G,C,Am,D,Am,D,F,D,C,F,D,G,C,F,G,C,C,F,G,C,C,F,D,G,C,F,G,C,Am,G,D,F,Am,G,D,F,Am,G,D,G,F,D,C,F,D,G,C,F,G,C,C,F,C,F,C,F,D,C,C,F,C,F,D,C,C,F,D,G,C,C,D,G,C,F,D,G,C,F,D,G,Am,D,Am,D,F,D,C,F,D,G,C,F,G,C,C,F,C,F,C,F,D,C,C,F,C,F,D,C"
352292,In The Summertime,Mungo Jerry,"",0,"E,E,E,E,A,A,E,E,B,A,E,E,E,A,E,B,A,E,E,A,E,B,A,E,E,A,E,B,A,E,E,A,E,B,A,E,E,E,E,E,A,A,E,E,B,A,E,E,E,A,E,B,A,E,E,E,E,E,A,A,E,E,B,A,E,E,E,A,E,B,A,E,E,A,E,B,A,E,E,A,E,B,A,E,E,A,E,B,A,E"
352355,Here I Go Again,Whitesnake,G,0,"G,D,C,G,D,C,G,D,C,D,G,D,C,D,G,D,C,Am,D,Am,D,Em,Am,G,Em,Am,C,D,G,D,C,D,G,D,C,D,G,D,C,Am,D,Am,D,C,D,G,C,D,C,D,G,C,D,C,D,G,C,D,C,Am7,D,Am7,D,C,D,G,D,C,D,G,D,C,D,G,D,C,Am7,D,Am7,D,C,D,G,C,D,C,D,G,C,D,C,D,G,C,D,C,Am7,D,Am7,D,C,D,Em,Am,Em,Am,Em,Am,Em,Am,C,D,G,G,G,D/F#,C,Am7,D,Am7,D,C,D,G,C,D,C,D,G,C,D,C,D,G,C,D,C,Am7,D,Am7,D,C,D,G,C,D,C,D,G,C,D,C,D,G,C,D,C,Am7,D,Am7,D,C,D,G,C,D,C,D,G,C,D,C,D,G,C,D,C"
